id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,auc,balacc,logloss,mae,r2,rmse,infer_batch_size_df_1,infer_batch_size_file_1,infer_batch_size_file_10,infer_batch_size_file_100,infer_batch_size_file_1000,infer_batch_size_file_10000
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,4,regression,,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T05:33:35,2768.9,,,,104568601,TypeError: 'NoneType' object is not iterable,,,,,,,,,,,,,
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,5,regression,,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T06:19:52,2772.8,,,,104568602,TypeError: 'NoneType' object is not iterable,,,,,,,,,,,,,
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,6,regression,-29.1111,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T06:31:07,672.1,610.0,0.7,1.0,104568603,,,,,,14.2149,0.0247137,29.1111,0.00320137,0.0101044,0.00664449,0.0068264,0.00771189,0.0137954
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,7,regression,,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T07:17:19,2766.3,,,,104568604,TypeError: 'NoneType' object is not iterable,,,,,,,,,,,,,
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,8,regression,-29.1056,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T07:32:46,924.7,862.9,0.7,1.0,104568605,,,,,,14.185,0.0246055,29.1056,0.00321519,0.00708222,0.00704765,0.00708771,0.0080781,0.0141871
openml.org/t/359929,Airlines_DepDelay_10M,GeneticLLM_AutoML,5min8c_gp3,9,regression,,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T07:39:09,376.5,,,,104568606,CalledProcessError: Command '/gpfs/scratch1/shared/joaquinv/llm_amlb/automlbenchmark/frameworks/GeneticLLM_AutoML/venv/bin/python -W ignore /gpfs/scratch1/shared/joaquinv/llm_amlb/automlbenchmark/fra…,,,,,,,,,,,,,
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,0,regression,-2520.86,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T20:45:09,310.0,298.0,0.03,1.0,104568597,,,,,,1646.43,0.242923,2520.86,0.00199759,0.0191982,0.0189717,0.0192509,0.0239408,0.0441036
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,1,regression,-2657.36,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T20:51:15,365.3,353.0,0.1,1.0,104568598,,,,,,1693.26,0.188802,2657.36,0.0022099,0.0195212,0.0194259,0.0200777,0.0267949,0.0924094
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,2,regression,-2758.57,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T20:56:28,313.5,301.8,0.04,1.0,104568599,,,,,,1893.03,0.054522,2758.57,0.00209033,0.0196116,0.0195322,0.0198543,0.0224972,0.0474682
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,3,regression,-2534.08,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:01:35,306.6,293.1,0.03,1.0,104568600,,,,,,1637.43,0.24043,2534.08,0.00195169,0.0264966,0.0192077,0.0194626,0.0235128,0.0430708
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,4,regression,-2487.64,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:07:29,353.4,340.1,0.3,1.0,104568601,,,,,,1613.45,0.242574,2487.64,0.00228524,0.0199316,0.0200188,0.0224833,0.0418878,0.215207
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,5,regression,-2591.87,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:12:35,305.6,293.8,0.03,1.0,104568602,,,,,,1696.95,0.199702,2591.87,0.00194085,0.0195317,0.0193644,0.0194905,0.0238657,0.0513492
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,6,regression,-2720.14,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:17:59,324.2,312.3,0.06,1.0,104568603,,,,,,1706.52,0.202245,2720.14,0.00211358,0.0201097,0.019443,0.0199375,0.0240328,0.0610781
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,7,regression,-2504.73,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:23:51,352.0,339.8,0.06,1.0,104568604,,,,,,1635.59,0.242578,2504.73,0.00210786,0.0195532,0.0194178,0.0198865,0.023838,0.0592823
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,8,regression,-2527.53,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:29:00,308.7,295.7,0.03,1.0,104568605,,,,,,1644.31,0.220802,2527.53,0.00205243,0.0199344,0.0193427,0.0199742,0.0245993,0.0456448
openml.org/t/233212,Allstate_Claims_Severity,GeneticLLM_AutoML,5min8c_gp3,9,regression,-2893.85,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:34:16,315.2,303.0,0.1,1.0,104568606,,,,,,1963.44,0.00395827,2893.85,0.00212967,0.0196989,0.019582,0.0201862,0.0263908,0.0807981
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.670356,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:27:49,312.8,307.4,0.03,1.0,1670688,,0.936832,0.670356,0.564142,0.286749,,,,0.0163852,0.0240548,0.0239022,0.024509,0.0281105,0.05898
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.758176,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:32:51,302.4,296.8,0.03,1.0,1670689,,0.941105,0.758176,0.51177,0.198123,,,,0.0167972,0.0251105,0.0247252,0.0254521,0.0306304,0.0753515
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,2,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:40:11,440.0,,,,1670690,NoResultError: This 'Pipeline' has no attribute 'predict_proba',,,,,,,,,,,,,
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.859957,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:45:15,303.6,298.3,0.03,1.0,1670691,,0.946903,0.859957,0.64089,0.169156,,,,0.0162733,0.0276093,0.0275159,0.0282538,0.0315249,0.0582807
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.796532,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:50:22,306.3,301.0,0.04,1.0,1670692,,0.940494,0.796532,0.595505,0.200569,,,,0.016066,0.0240819,0.0239768,0.0247338,0.0306933,0.0820401
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.858542,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T06:55:38,316.2,311.0,0.03,1.0,1670693,,0.946597,0.858542,0.650606,0.170902,,,,0.016499,0.0247667,0.0240915,0.0249171,0.0281684,0.0519686
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.85088,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T07:00:39,301.3,295.8,0.03,1.0,1670694,,0.943851,0.85088,0.555303,0.160879,,,,0.0162667,0.0242507,0.0241444,0.0247424,0.0279217,0.0833628
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.842837,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T07:05:44,305.2,298.3,0.03,1.0,1670695,,0.946903,0.842837,0.633481,0.171592,,,,0.0164053,0.0245354,0.0244253,0.0246947,0.0281997,0.0523527
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.747714,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T07:10:47,302.2,296.9,0.03,1.0,1670696,,0.930424,0.747714,0.562994,0.239645,,,,0.0165217,0.0246594,0.0244262,0.0251703,0.0300515,0.0699623
openml.org/t/359979,Amazon_employee_access,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.529981,auc,local,stable,,"dev [master, 16091f9]",2024-10-31T07:15:50,302.8,297.7,0.03,1.0,1670697,,0.943529,0.529981,0.513066,0.214957,,,,0.0163504,0.0251644,0.0247414,0.0249376,0.0284746,0.052748
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.90747,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T01:59:17,297.9,295.5,0.003,1.0,1670688,,0.869565,0.90747,0.875637,0.362269,,,,0.00299942,0.00701976,0.00688815,0.00706196,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.897284,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:04:13,295.4,293.1,0.003,1.0,1670689,,0.84058,0.897284,0.831494,0.419371,,,,0.00240755,0.0065124,0.00636339,0.00642467,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,2,binary,,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:09:09,296.0,,,,1670690,NoResultError: list index out of range,,,,,,,,,,,,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.848896,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:14:05,296.1,293.3,0.004,1.0,1670691,,0.753623,0.848896,0.740662,0.689658,,,,0.003263,0.00727582,0.00727224,0.00743008,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.940577,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:19:06,300.4,298.0,0.003,1.0,1670692,,0.855072,0.940577,0.853565,0.312361,,,,0.00199318,0.00657701,0.0063827,0.00737882,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.915959,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:24:02,295.7,293.2,0.003,1.0,1670693,,0.84058,0.915959,0.828523,0.650426,,,,0.00247979,0.0065589,0.00638771,0.00658464,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.892615,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:28:57,295.4,293.0,0.004,1.0,1670694,,0.884058,0.892615,0.879881,0.430065,,,,0.00322652,0.00733805,0.00740814,0.00770092,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.907692,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:33:54,296.7,294.3,0.004,1.0,1670695,,0.884058,0.907692,0.882051,0.387151,,,,0.00271809,0.00681305,0.00682163,0.00800037,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.947009,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:38:52,298.3,296.0,0.003,1.0,1670696,,0.869565,0.947009,0.865385,0.315841,,,,0.0026722,0.00660729,0.00664306,0.00687742,,
openml.org/t/146818,Australian,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.933333,auc,local,stable,,"dev [master, 16091f9]",2024-10-29T02:43:46,294.0,291.8,0.002,1.0,1670697,,0.84058,0.933333,0.839744,0.335316,,,,0.00115693,0.00556564,0.00512505,0.0052774,,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.874601,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T16:35:57,335.3,322.8,0.01,1.0,1670688,,0.81383,0.874601,0.81156,0.439009,,,,0.00630093,0.0728805,0.0734072,0.0764985,0.0977888,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.85173,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T16:41:37,339.9,327.4,0.01,1.0,1670689,,0.786667,0.85173,0.781203,0.497985,,,,0.0063957,0.0729897,0.0728688,0.0750649,0.0929351,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.857687,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T16:47:34,356.5,340.8,0.09,1.0,1670690,,0.778667,0.857687,0.773814,0.57138,,,,0.0068872,0.0739603,0.0761979,0.0974042,0.295799,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.875043,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T16:53:42,367.6,353.7,0.07,1.0,1670691,,0.818667,0.875043,0.819639,1.43045,,,,0.00674415,0.0745935,0.0752532,0.0914049,0.245811,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,4,binary,0.825066,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T16:59:10,328.2,312.8,0.09,1.0,1670692,,0.541333,0.825066,0.5,0.689547,,,,0.00694036,0.162244,0.160974,0.0971427,0.305738,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,5,binary,0.836264,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T17:04:32,321.6,308.2,0.01,1.0,1670693,,0.768,0.836264,0.76707,0.506589,,,,0.00618398,0.0810008,0.0860543,0.0873885,0.106956,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,6,binary,0.810603,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T17:10:17,345.1,332.4,0.009,1.0,1670694,,0.752,0.810603,0.74874,0.536781,,,,0.00618339,0.0726039,0.0728297,0.0746658,0.0903497,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,7,binary,0.79869,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T17:15:51,333.9,321.1,0.01,1.0,1670695,,0.544,0.79869,0.5,0.687985,,,,0.00641441,0.0742035,0.0736551,0.0762086,0.10042,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,8,binary,0.851938,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T17:22:00,369.3,356.4,0.01,1.0,1670696,,0.789333,0.851938,0.786034,0.499679,,,,0.00624442,0.0724742,0.0862725,0.0869598,0.105743,
openml.org/t/359967,Bioresponse,GeneticLLM_AutoML,5min8c_gp3,9,binary,0.804438,auc,local,stable,,"dev [master, 16091f9]",2024-10-30T17:27:32,332.1,319.5,0.009,1.0,1670697,,0.725333,0.804438,0.725791,0.552576,,,,0.00613189,0.071892,0.084029,0.0864561,0.093457,
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,0,regression,-10470.3,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:31:11,303.1,300.4,0.008,1.0,104568597,,,,,,3712.47,0.00139522,10470.3,0.00230873,0.00560141,0.00563169,0.00609589,0.0105007,0.0507441
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,1,regression,-2806.5,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:36:17,305.7,303.1,0.004,1.0,104568598,,,,,,1730.35,0.730093,2806.5,0.00237131,0.00895619,0.00975847,0.00630951,0.00709581,0.0168085
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,2,regression,-3173.17,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:41:13,296.0,292.9,0.003,1.0,104568599,,,,,,1787.5,0.516237,3173.17,0.00215364,0.00581408,0.00566769,0.00576615,0.0109138,0.028342
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,3,regression,-2658.87,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:46:09,295.5,292.7,0.003,1.0,104568600,,,,,,1771.6,0.994239,2658.87,0.00215816,0.00894165,0.0092392,0.00570464,0.0107424,0.0277607
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,4,regression,-2764.52,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:51:10,301.6,298.9,0.004,1.0,104568601,,,,,,1958.31,0.597143,2764.52,0.00233221,0.00595927,0.0057919,0.00604844,0.00776052,0.026159
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,5,regression,-2551.23,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T13:56:06,295.2,292.6,0.003,1.0,104568602,,,,,,1719.33,0.668514,2551.23,0.00218713,0.0058074,0.0056932,0.00588417,0.0108411,0.0281756
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,6,regression,-3627.99,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T14:01:01,295.6,293.0,0.004,1.0,104568603,,,,,,1997.31,0.8136,3627.99,0.0021894,0.0057466,0.0056591,0.00617933,0.00771785,0.0284147
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,7,regression,-2388.74,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T14:06:03,302.0,299.3,0.005,1.0,104568604,,,,,,1514.64,0.995167,2388.74,0.00251865,0.00615001,0.00609565,0.00641608,0.00875068,0.0299835
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,8,regression,-2528.6,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T14:11:12,308.2,305.3,0.01,1.0,104568605,,,,,,1665.29,0.691907,2528.6,0.00260139,0.00620341,0.00612521,0.00663805,0.0135446,0.0781696
openml.org/t/359938,Brazilian_houses,GeneticLLM_AutoML,5min8c_gp3,9,regression,-4270.03,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-29T14:16:20,308.7,306.1,0.004,1.0,104568606,,,,,,3353.76,0.000540759,4270.03,0.00228643,0.00583935,0.00569916,0.00587249,0.00708818,0.0184782
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,0,regression,-210.399,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:41:40,400.5,293.2,0.02,1.0,104568597,,,,,,45.7475,0.875334,210.399,0.000748634,0.00584483,0.00641346,0.00737953,0.00850248,0.0148766
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,1,regression,-241.193,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:48:22,402.0,295.8,0.02,1.0,104568598,,,,,,46.9015,0.889804,241.193,0.000752687,0.00583911,0.0064497,0.00744367,0.00766206,0.0151451
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,2,regression,-154.64,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T21:55:07,404.8,297.3,0.02,1.0,104568599,,,,,,45.6796,0.933719,154.64,0.000771284,0.00622845,0.00614095,0.0063591,0.00751996,0.0143173
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,3,regression,-195.709,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:04:03,535.8,428.0,0.04,1.0,104568600,,,,,,51.485,0.887415,195.709,0.000872135,0.00642085,0.00623345,0.00640512,0.008775,0.016999
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,4,regression,-158.033,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:12:21,497.1,389.6,0.02,1.0,104568601,,,,,,46.3193,0.937821,158.033,0.000749826,0.00625134,0.00612211,0.0063889,0.00773335,0.0145555
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,5,regression,-201.73,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:19:43,442.0,334.0,0.02,1.0,104568602,,,,,,56.4276,0.892605,201.73,0.000763655,0.00624061,0.00607371,0.00624967,0.00779009,0.0154307
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,6,regression,-134.61,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:26:26,402.6,292.9,0.02,1.0,104568603,,,,,,45.7609,0.947975,134.61,0.000742793,0.00603318,0.00681853,0.0069046,0.00758314,0.0142183
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,7,regression,-129.456,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:35:09,522.8,416.0,0.04,1.0,104568604,,,,,,44.6481,0.950421,129.456,0.000880122,0.00672698,0.00649023,0.00659537,0.00781608,0.0176382
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,8,regression,-149.921,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:41:49,399.8,293.1,0.02,1.0,104568605,,,,,,46.2141,0.939072,149.921,0.000744104,0.00626516,0.00687337,0.00694656,0.00723386,0.0155337
openml.org/t/233213,Buzzinsocialmedia_Twitter,GeneticLLM_AutoML,5min8c_gp3,9,regression,-124.605,neg_rmse,local,stable,,"dev [master, 16091f9]",2024-10-28T22:50:10,499.8,393.5,0.02,1.0,104568606,,,,,,44.7642,0.952935,124.605,0.0007447,0.00622821,0.0060184,0.0062387,0.00736856,0.0155919
openml.org/t/359992,Click_prediction_small,GeneticLLM_AutoML,5min8c_gp3,0,binary,0.51275,auc,local,stable,,"dev [master, 16091f9]",2024-11-01T01:52:30,329.5,313.8,0.1,1.0,1670688,,0.831539,0.51275,0.5,0.453428,,,,0.085736,0.125245,0.122638,0.123699,0.127489,0.16329
openml.org/t/359992,Click_prediction_small,GeneticLLM_AutoML,5min8c_gp3,1,binary,0.640638,auc,local,stable,,"dev [master, 16091f9]",2024-11-01T01:57:50,319.7,303.8,0.1,1.0,1670689,,0.817772,0.640638,0.543263,0.513602,,,,0.0852069,0.141297,0.123421,0.121082,0.126201,0.15517
openml.org/t/359992,Click_prediction_small,GeneticLLM_AutoML,5min8c_gp3,2,binary,0.62088,auc,local,stable,,"dev [master, 16091f9]",2024-11-01T02:03:02,312.4,296.9,0.1,1.0,1670690,,0.81602,0.62088,0.538063,0.557269,,,,0.0853847,0.124667,0.121903,0.122479,0.12623,0.154039
openml.org/t/359992,Click_prediction_small,GeneticLLM_AutoML,5min8c_gp3,3,binary,0.50448,auc,local,stable,,"dev [master, 16091f9]",2024-11-01T02:08:34,331.8,316.1,0.1,1.0,1670691,,0.831539,0.50448,0.5,0.453437,,,,0.085479,0.125413,0.122783,0.123069,0.127204,0.159909
